Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit
498,19-06-2023,CUST498,Female,50,Clothing,4,25
499,15-01-2023,CUST499,Male,46,Beauty,2,30
500,01-03-2023,CUST500,Female,60,Beauty,4,25
501,14-05-2023,CUST501,Male,39,Electronics,2,30
502,02-04-2023,CUST502,Male,43,Electronics,3,50
503,25-10-2023,CUST503,Male,45,Beauty,4,500
504,16-05-2023,CUST504,Female,38,Beauty,3,50
505,20-01-2023,CUST505,Male,24,Beauty,1,50
506,25-02-2023,CUST506,Male,34,Beauty,3,500
507,02-11-2023,CUST507,Female,37,Electronics,3,500
508,11-08-2023,CUST508,Male,58,Beauty,2,300
509,26-06-2023,CUST509,Female,37,Electronics,3,300
510,10-06-2023,CUST510,Female,39,Beauty,4,50
511,12-08-2023,CUST511,Male,45,Beauty,2,50
512,07-11-2023,CUST512,Female,57,Beauty,1,25
513,19-09-2023,CUST513,Male,24,Electronics,4,25
514,01-03-2023,CUST514,Female,18,Electronics,1,300
515,17-07-2023,CUST515,Female,49,Clothing,3,300
516,23-10-2023,CUST516,Male,30,Beauty,4,25
517,08-04-2023,CUST517,Female,47,Clothing,4,25
518,11-05-2023,CUST518,Female,40,Clothing,1,30
519,23-01-2023,CUST519,Female,36,Electronics,4,30
520,29-12-2023,CUST520,Female,49,Electronics,4,25
521,12-08-2023,CUST521,Female,47,Clothing,4,30
522,01-01-2023,CUST522,Male,46,Beauty,3,500
523,24-09-2023,CUST523,Female,62,Electronics,1,300
524,03-10-2023,CUST524,Male,46,Beauty,4,300
525,18-12-2023,CUST525,Female,47,Beauty,2,25
526,10-12-2023,CUST526,Male,33,Clothing,2,50
527,11-04-2023,CUST527,Male,57,Clothing,2,25
528,06-07-2023,CUST528,Female,36,Clothing,2,30
529,09-08-2023,CUST529,Female,35,Clothing,3,50
530,05-02-2023,CUST530,Female,18,Electronics,4,30
531,07-12-2023,CUST531,Male,31,Electronics,1,500
532,19-06-2023,CUST532,Female,64,Clothing,4,30
533,16-11-2023,CUST533,Male,19,Electronics,3,500
534,10-06-2023,CUST534,Male,45,Clothing,2,500
535,06-12-2023,CUST535,Male,47,Beauty,3,30
536,05-03-2023,CUST536,Female,55,Beauty,4,30
537,03-06-2023,CUST537,Female,21,Beauty,1,500
538,17-09-2023,CUST538,Male,18,Clothing,3,50
539,08-06-2023,CUST539,Male,25,Beauty,1,500
540,08-12-2023,CUST540,Female,46,Electronics,3,300
541,29-07-2023,CUST541,Male,56,Beauty,1,500
542,17-06-2023,CUST542,Female,20,Beauty,1,50
543,26-07-2023,CUST543,Male,49,Beauty,2,300
544,23-12-2023,CUST544,Female,27,Electronics,1,25
545,01-06-2023,CUST545,Male,27,Clothing,2,25
546,11-10-2023,CUST546,Female,36,Electronics,4,50
547,07-03-2023,CUST547,Male,63,Clothing,4,500
548,09-04-2023,CUST548,Female,51,Clothing,2,30
549,04-08-2023,CUST549,Female,50,Beauty,2,50
550,07-12-2023,CUST550,Male,40,Clothing,3,300
551,14-07-2023,CUST551,Male,45,Electronics,3,300
552,13-12-2023,CUST552,Female,49,Electronics,3,25
553,31-03-2023,CUST553,Male,24,Clothing,4,300
554,12-11-2023,CUST554,Female,46,Beauty,3,50
555,19-10-2023,CUST555,Male,25,Beauty,1,300
556,04-06-2023,CUST556,Female,18,Electronics,1,50
557,27-07-2023,CUST557,Female,20,Beauty,3,30
558,08-10-2023,CUST558,Female,41,Clothing,1,25
559,01-01-2023,CUST559,Female,40,Clothing,4,300
560,05-06-2023,CUST560,Female,25,Electronics,1,50
561,27-05-2023,CUST561,Female,64,Clothing,4,500
562,18-04-2023,CUST562,Male,54,Electronics,2,25
563,09-08-2023,CUST563,Male,20,Clothing,2,30
564,24-10-2023,CUST564,Male,50,Electronics,2,50
565,07-11-2023,CUST565,Female,45,Beauty,2,30
566,02-12-2023,CUST566,Female,64,Clothing,1,30
567,14-06-2023,CUST567,Female,25,Clothing,3,300
568,27-08-2023,CUST568,Female,51,Electronics,1,300
569,15-08-2023,CUST569,Male,52,Electronics,4,50
570,15-08-2023,CUST570,Male,49,Clothing,1,500
571,12-12-2023,CUST571,Female,41,Electronics,1,50
572,20-04-2023,CUST572,Male,31,Clothing,4,500
573,19-09-2023,CUST573,Male,49,Beauty,2,30
574,31-08-2023,CUST574,Female,63,Electronics,2,25
575,28-03-2023,CUST575,Male,60,Clothing,2,50
576,04-12-2023,CUST576,Female,33,Beauty,3,50
577,13-02-2023,CUST577,Male,21,Beauty,4,500
578,26-05-2023,CUST578,Female,54,Clothing,4,30
579,21-09-2023,CUST579,Female,38,Electronics,1,30
580,06-12-2023,CUST580,Female,31,Clothing,3,500
581,21-11-2023,CUST581,Female,48,Beauty,2,30
582,14-11-2023,CUST582,Male,35,Clothing,3,300
583,21-06-2023,CUST583,Female,24,Electronics,4,25
584,17-02-2023,CUST584,Female,27,Beauty,4,50
585,01-05-2023,CUST585,Female,24,Clothing,1,25
586,11-12-2023,CUST586,Male,50,Electronics,1,50
587,08-06-2023,CUST587,Female,40,Beauty,4,300
588,26-04-2023,CUST588,Male,38,Electronics,2,30
589,12-04-2023,CUST589,Female,36,Beauty,2,500
590,17-03-2023,CUST590,Male,36,Clothing,3,300
591,13-01-2023,CUST591,Male,53,Electronics,4,25
592,24-01-2023,CUST592,Female,46,Beauty,4,500
593,06-05-2023,CUST593,Male,35,Electronics,2,30
594,01-09-2023,CUST594,Female,19,Electronics,2,300
595,09-11-2023,CUST595,Female,18,Clothing,4,500
596,07-02-2023,CUST596,Female,64,Electronics,1,300
597,22-08-2023,CUST597,Male,22,Beauty,4,300
598,01-08-2023,CUST598,Male,37,Beauty,4,30
599,19-11-2023,CUST599,Female,28,Beauty,2,50
600,22-10-2023,CUST600,Female,59,Beauty,2,500
601,10-04-2023,CUST601,Male,19,Clothing,1,30
602,23-12-2023,CUST602,Female,20,Electronics,1,300
603,16-07-2023,CUST603,Female,40,Clothing,3,30
604,11-09-2023,CUST604,Female,29,Electronics,4,50
605,24-07-2023,CUST605,Male,37,Electronics,2,500
606,05-05-2023,CUST606,Male,22,Electronics,1,50
607,17-03-2023,CUST607,Male,54,Clothing,3,25
608,02-12-2023,CUST608,Female,55,Electronics,3,500
609,19-12-2023,CUST609,Female,47,Clothing,2,50
610,03-01-2023,CUST610,Female,26,Beauty,2,300
611,24-02-2023,CUST611,Male,51,Beauty,3,500
612,06-08-2023,CUST612,Female,61,Electronics,1,500
613,23-04-2023,CUST613,Female,52,Clothing,3,30
614,01-04-2023,CUST614,Female,39,Beauty,4,300
615,23-12-2023,CUST615,Female,61,Clothing,4,25
616,23-09-2023,CUST616,Male,41,Clothing,2,50
617,26-08-2023,CUST617,Male,34,Electronics,1,30
618,26-01-2023,CUST618,Female,27,Beauty,1,50
619,13-10-2023,CUST619,Male,47,Electronics,4,25
620,08-05-2023,CUST620,Male,63,Electronics,3,25
621,04-03-2023,CUST621,Female,40,Beauty,2,500
622,22-08-2023,CUST622,Female,49,Beauty,3,25
623,10-03-2023,CUST623,Male,34,Clothing,3,50
624,26-08-2023,CUST624,Female,34,Beauty,3,300
625,08-12-2023,CUST625,Male,31,Clothing,1,300
626,29-09-2023,CUST626,Female,26,Clothing,4,500
627,14-10-2023,CUST627,Male,57,Clothing,1,50
628,01-11-2023,CUST628,Female,19,Beauty,4,50
629,12-06-2023,CUST629,Male,62,Electronics,2,25
630,15-08-2023,CUST630,Male,42,Clothing,2,50
631,10-11-2023,CUST631,Male,56,Electronics,3,30
632,16-09-2023,CUST632,Female,26,Electronics,4,25
633,07-08-2023,CUST633,Male,39,Beauty,4,30
634,08-10-2023,CUST634,Male,60,Electronics,4,500
635,17-08-2023,CUST635,Female,63,Electronics,3,300
636,23-03-2023,CUST636,Female,21,Beauty,3,500
637,01-09-2023,CUST637,Male,43,Clothing,2,300
638,19-08-2023,CUST638,Male,46,Electronics,1,500
639,13-05-2023,CUST639,Female,62,Beauty,4,50
640,07-05-2023,CUST640,Female,51,Electronics,4,30
641,23-11-2023,CUST641,Female,40,Electronics,1,300
642,22-05-2023,CUST642,Female,54,Clothing,4,25
643,24-09-2023,CUST643,Female,28,Electronics,3,30
644,06-09-2023,CUST644,Male,23,Beauty,3,25
645,17-11-2023,CUST645,Female,35,Electronics,4,30
646,03-05-2023,CUST646,Male,38,Clothing,3,30
647,21-05-2023,CUST647,Male,59,Clothing,3,500
648,14-08-2023,CUST648,Male,53,Beauty,4,300
649,09-02-2023,CUST649,Female,58,Clothing,2,300
650,01-01-2024,CUST650,Male,55,Electronics,1,30
651,27-05-2023,CUST651,Male,51,Clothing,3,50
652,01-05-2023,CUST652,Female,34,Beauty,2,50
653,20-05-2023,CUST653,Male,54,Clothing,3,25
654,21-06-2023,CUST654,Male,42,Clothing,3,25
655,13-06-2023,CUST655,Female,55,Clothing,1,500
656,04-10-2023,CUST656,Male,29,Beauty,3,30
657,11-02-2023,CUST657,Male,40,Clothing,1,25
658,12-03-2023,CUST658,Male,59,Clothing,1,25
659,19-03-2023,CUST659,Female,39,Electronics,1,30
660,29-04-2023,CUST660,Female,38,Beauty,2,500
661,16-07-2023,CUST661,Female,44,Clothing,4,25
662,22-12-2023,CUST662,Male,48,Beauty,2,500
663,20-03-2023,CUST663,Male,23,Clothing,4,300
664,28-12-2023,CUST664,Female,44,Clothing,4,500
665,20-04-2023,CUST665,Male,57,Clothing,1,50
666,02-02-2023,CUST666,Male,51,Electronics,3,50
667,01-08-2023,CUST667,Female,29,Electronics,1,500
668,28-07-2023,CUST668,Female,62,Electronics,3,50
669,19-06-2023,CUST669,Male,24,Beauty,4,300
670,05-10-2023,CUST670,Male,27,Beauty,1,30
671,27-08-2023,CUST671,Male,62,Electronics,3,50
672,01-08-2023,CUST672,Female,34,Beauty,2,50
673,01-02-2023,CUST673,Female,43,Clothing,3,500
674,16-04-2023,CUST674,Female,38,Clothing,1,300
675,04-08-2023,CUST675,Female,45,Clothing,2,30
676,19-07-2023,CUST676,Male,63,Electronics,3,500
677,27-10-2023,CUST677,Female,19,Beauty,3,500
678,23-12-2023,CUST678,Female,60,Electronics,3,300
679,11-01-2023,CUST679,Female,18,Beauty,3,30
680,22-10-2023,CUST680,Female,53,Clothing,3,300
681,14-07-2023,CUST681,Female,43,Electronics,2,30
682,02-09-2023,CUST682,Male,46,Beauty,4,300
683,04-01-2023,CUST683,Male,38,Beauty,2,500
684,30-06-2023,CUST684,Female,28,Clothing,2,500
685,02-06-2023,CUST685,Male,57,Electronics,2,25
686,19-07-2023,CUST686,Female,28,Electronics,4,50
687,03-08-2023,CUST687,Female,53,Electronics,1,300
688,03-10-2023,CUST688,Male,56,Clothing,4,25
689,07-10-2023,CUST689,Male,57,Electronics,2,50
690,05-11-2023,CUST690,Female,52,Clothing,3,300
691,23-04-2023,CUST691,Female,51,Clothing,3,30
692,07-09-2023,CUST692,Female,64,Clothing,2,50
693,23-04-2023,CUST693,Male,41,Beauty,3,500
694,20-05-2023,CUST694,Female,39,Electronics,2,25
695,12-08-2023,CUST695,Female,22,Electronics,3,50
696,06-09-2023,CUST696,Female,50,Clothing,4,50
697,15-01-2023,CUST697,Male,53,Clothing,1,500
698,19-07-2023,CUST698,Female,64,Electronics,1,300
699,22-06-2023,CUST699,Female,37,Clothing,4,30
700,09-12-2023,CUST700,Male,36,Electronics,4,500
701,14-12-2023,CUST701,Female,52,Beauty,2,30
702,27-07-2023,CUST702,Female,60,Clothing,2,300
703,26-03-2023,CUST703,Male,34,Electronics,2,50
704,28-08-2023,CUST704,Female,62,Clothing,3,30
705,07-03-2023,CUST705,Male,60,Electronics,2,25
706,15-11-2023,CUST706,Male,51,Electronics,4,25
707,01-10-2023,CUST707,Female,26,Clothing,1,500
708,14-01-2023,CUST708,Female,43,Beauty,3,300
709,21-07-2023,CUST709,Female,19,Electronics,2,500
710,31-10-2023,CUST710,Female,26,Electronics,3,500
711,16-10-2023,CUST711,Male,26,Electronics,3,500
712,06-12-2023,CUST712,Female,57,Beauty,2,25
713,14-01-2023,CUST713,Male,34,Beauty,3,25
714,12-02-2023,CUST714,Female,18,Clothing,1,500
715,26-11-2023,CUST715,Female,42,Beauty,4,25
716,08-08-2023,CUST716,Female,60,Clothing,4,300
717,11-03-2023,CUST717,Male,57,Clothing,1,500
718,25-08-2023,CUST718,Female,59,Beauty,3,25
719,04-04-2023,CUST719,Female,42,Clothing,2,30
720,26-01-2023,CUST720,Female,56,Beauty,3,500
721,14-05-2023,CUST721,Female,52,Clothing,1,500
722,14-07-2023,CUST722,Male,20,Beauty,3,300
723,17-06-2023,CUST723,Female,54,Beauty,4,50
724,19-04-2023,CUST724,Male,61,Clothing,3,50
725,21-08-2023,CUST725,Male,61,Electronics,1,300
726,17-06-2023,CUST726,Male,47,Clothing,4,300
727,22-06-2023,CUST727,Male,55,Beauty,3,300
728,14-07-2023,CUST728,Male,51,Electronics,3,50
729,23-05-2023,CUST729,Male,29,Clothing,4,300
730,04-08-2023,CUST730,Female,36,Clothing,2,25
731,10-05-2023,CUST731,Male,54,Clothing,4,500
732,11-02-2023,CUST732,Male,61,Electronics,2,500
733,29-08-2023,CUST733,Male,34,Beauty,1,30
734,10-01-2023,CUST734,Female,27,Clothing,1,30
735,04-10-2023,CUST735,Female,64,Clothing,4,500
736,27-01-2023,CUST736,Male,29,Clothing,4,25
737,29-06-2023,CUST737,Female,33,Clothing,1,50
738,25-04-2023,CUST738,Male,41,Clothing,2,50
739,29-11-2023,CUST739,Male,36,Beauty,1,25
740,05-02-2023,CUST740,Female,25,Beauty,4,50
741,30-11-2023,CUST741,Male,48,Clothing,1,300
742,21-01-2023,CUST742,Female,38,Electronics,4,500
743,16-01-2023,CUST743,Female,34,Beauty,4,500
744,07-05-2023,CUST744,Male,40,Electronics,1,25
745,13-04-2023,CUST745,Male,54,Beauty,2,50
746,11-01-2023,CUST746,Female,33,Clothing,3,30
747,15-11-2023,CUST747,Male,23,Beauty,1,30
748,20-03-2023,CUST748,Male,25,Clothing,3,50
749,03-05-2023,CUST749,Male,42,Beauty,1,30
750,06-03-2023,CUST750,Female,35,Clothing,3,25
751,31-08-2023,CUST751,Female,42,Clothing,2,25
752,09-12-2023,CUST752,Male,29,Clothing,2,50
753,28-02-2023,CUST753,Female,32,Clothing,1,30
754,16-10-2023,CUST754,Female,43,Electronics,4,25
755,22-04-2023,CUST755,Female,58,Clothing,3,25
756,27-08-2023,CUST756,Female,62,Electronics,4,300
757,25-12-2023,CUST757,Female,43,Electronics,4,300
758,12-05-2023,CUST758,Male,64,Clothing,4,25
759,08-07-2023,CUST759,Male,49,Electronics,2,50
760,27-03-2023,CUST760,Male,27,Beauty,1,500
761,07-11-2023,CUST761,Female,33,Clothing,1,500
762,07-11-2023,CUST762,Female,24,Electronics,2,25
763,28-02-2023,CUST763,Male,34,Clothing,2,25
764,25-03-2023,CUST764,Female,40,Clothing,1,25
765,09-06-2023,CUST765,Male,43,Clothing,4,50
766,25-02-2023,CUST766,Male,38,Electronics,3,300
767,24-10-2023,CUST767,Male,39,Beauty,3,25
768,14-01-2023,CUST768,Female,24,Beauty,3,25
769,09-06-2023,CUST769,Female,31,Electronics,4,30
770,22-10-2023,CUST770,Male,32,Clothing,1,50
771,13-12-2023,CUST771,Male,24,Electronics,2,25
772,12-07-2023,CUST772,Male,26,Electronics,1,30
773,23-07-2023,CUST773,Male,25,Electronics,4,500
774,12-04-2023,CUST774,Female,40,Clothing,2,25
775,08-02-2023,CUST775,Female,46,Electronics,4,25
776,31-10-2023,CUST776,Male,35,Clothing,3,30
777,20-12-2023,CUST777,Male,48,Electronics,3,50
778,18-11-2023,CUST778,Female,47,Beauty,4,25
779,05-05-2023,CUST779,Female,56,Electronics,2,500
780,22-02-2023,CUST780,Male,52,Electronics,2,25
781,23-12-2023,CUST781,Male,35,Beauty,1,500
782,04-06-2023,CUST782,Male,59,Clothing,3,300
783,17-12-2023,CUST783,Female,56,Clothing,1,300
784,04-11-2023,CUST784,Female,34,Electronics,1,500
785,03-03-2023,CUST785,Female,31,Beauty,4,50
786,17-10-2023,CUST786,Male,48,Clothing,4,25
787,22-01-2023,CUST787,Male,41,Electronics,1,25
788,27-06-2023,CUST788,Female,52,Beauty,3,300
789,30-09-2023,CUST789,Female,61,Clothing,4,500
790,08-08-2023,CUST790,Male,62,Clothing,1,25
791,05-12-2023,CUST791,Female,51,Beauty,1,25
792,09-07-2023,CUST792,Female,20,Beauty,1,50
793,05-02-2023,CUST793,Male,54,Beauty,1,30
794,17-09-2023,CUST794,Female,60,Beauty,1,300
795,28-11-2023,CUST795,Male,57,Electronics,1,300
796,24-06-2023,CUST796,Male,43,Beauty,4,30
797,07-01-2023,CUST797,Male,40,Clothing,3,25
798,04-08-2023,CUST798,Male,61,Clothing,1,50
799,08-09-2023,CUST799,Male,56,Electronics,2,50
800,24-02-2023,CUST800,Male,32,Clothing,4,300
801,10-08-2023,CUST801,Male,21,Clothing,4,50
802,05-07-2023,CUST802,Female,46,Beauty,1,30
803,22-11-2023,CUST803,Male,39,Clothing,4,25
804,24-08-2023,CUST804,Male,42,Electronics,1,30
805,29-12-2023,CUST805,Female,30,Beauty,3,500
806,20-03-2023,CUST806,Female,35,Beauty,3,300
807,11-08-2023,CUST807,Female,50,Electronics,4,50
808,01-04-2023,CUST808,Male,33,Beauty,4,500
809,25-09-2023,CUST809,Female,62,Beauty,2,50
810,30-11-2023,CUST810,Male,59,Electronics,4,25
811,19-05-2023,CUST811,Male,61,Beauty,2,25
812,12-11-2023,CUST812,Male,19,Electronics,3,25
813,03-10-2023,CUST813,Male,52,Electronics,3,50
814,05-09-2023,CUST814,Female,59,Clothing,1,500
815,27-08-2023,CUST815,Female,51,Clothing,3,25
816,12-08-2023,CUST816,Male,47,Beauty,2,500
817,31-10-2023,CUST817,Male,30,Beauty,4,50
818,18-05-2023,CUST818,Male,30,Electronics,1,500
819,15-06-2023,CUST819,Female,35,Beauty,2,50
820,06-05-2023,CUST820,Male,49,Electronics,4,50
821,14-02-2023,CUST821,Male,49,Electronics,1,300
822,23-05-2023,CUST822,Female,52,Beauty,3,50
823,19-08-2023,CUST823,Female,56,Electronics,2,50
824,05-05-2023,CUST824,Male,63,Clothing,4,30
825,26-08-2023,CUST825,Female,46,Beauty,1,25
826,19-10-2023,CUST826,Female,46,Clothing,1,300
827,09-11-2023,CUST827,Male,61,Beauty,3,300
828,09-12-2023,CUST828,Female,33,Electronics,4,300
829,14-07-2023,CUST829,Male,61,Beauty,3,30
830,22-06-2023,CUST830,Female,64,Clothing,3,50
831,15-01-2023,CUST831,Male,27,Electronics,4,25
832,11-09-2023,CUST832,Male,47,Beauty,4,500
833,16-06-2023,CUST833,Male,42,Beauty,4,50
834,04-04-2023,CUST834,Female,56,Beauty,2,30
835,07-09-2023,CUST835,Male,37,Clothing,4,50
836,19-04-2023,CUST836,Female,22,Clothing,1,50
837,01-07-2023,CUST837,Male,18,Beauty,3,30
838,13-05-2023,CUST838,Male,47,Electronics,2,300
839,24-06-2023,CUST839,Female,20,Electronics,4,300
840,24-05-2023,CUST840,Male,62,Clothing,2,25
841,02-11-2023,CUST841,Male,31,Electronics,4,25
842,26-12-2023,CUST842,Female,47,Clothing,2,300
843,22-05-2023,CUST843,Male,21,Beauty,3,500
844,12-10-2023,CUST844,Male,35,Clothing,3,50
845,06-01-2023,CUST845,Male,54,Clothing,1,500
846,22-09-2023,CUST846,Male,42,Beauty,1,50
847,08-04-2023,CUST847,Female,18,Electronics,4,300
848,13-02-2023,CUST848,Female,63,Clothing,3,25
849,04-05-2023,CUST849,Male,32,Clothing,2,25
850,28-07-2023,CUST850,Female,26,Beauty,2,500
851,08-09-2023,CUST851,Male,32,Electronics,2,25
852,12-10-2023,CUST852,Female,41,Clothing,1,300
853,04-05-2023,CUST853,Male,21,Beauty,2,500
854,20-12-2023,CUST854,Male,29,Clothing,1,50
855,01-09-2023,CUST855,Male,54,Beauty,1,25
856,27-11-2023,CUST856,Male,54,Electronics,4,30
857,31-12-2023,CUST857,Male,60,Electronics,2,25
858,09-09-2023,CUST858,Male,23,Electronics,2,50
859,18-08-2023,CUST859,Female,56,Electronics,3,500
860,09-01-2023,CUST860,Male,63,Clothing,4,50
861,17-02-2023,CUST861,Female,41,Clothing,3,30
862,31-05-2023,CUST862,Male,28,Electronics,4,300
863,24-04-2023,CUST863,Female,30,Electronics,2,25
864,27-07-2023,CUST864,Female,51,Electronics,1,500
865,21-12-2023,CUST865,Female,42,Clothing,1,300
866,05-05-2023,CUST866,Male,24,Electronics,1,50
867,06-06-2023,CUST867,Male,21,Electronics,1,500
868,06-12-2023,CUST868,Female,25,Electronics,1,300
869,25-10-2023,CUST869,Male,37,Beauty,3,500
870,08-07-2023,CUST870,Female,46,Electronics,4,30
871,31-08-2023,CUST871,Male,62,Beauty,2,30
872,11-10-2023,CUST872,Female,63,Beauty,3,25
873,29-09-2023,CUST873,Female,27,Electronics,4,25
874,26-06-2023,CUST874,Male,60,Beauty,1,30
875,06-08-2023,CUST875,Female,51,Electronics,4,500
876,09-10-2023,CUST876,Male,43,Clothing,4,30
877,19-06-2023,CUST877,Female,58,Clothing,1,25
878,30-06-2023,CUST878,Female,20,Clothing,1,30
879,26-12-2023,CUST879,Male,23,Clothing,1,30
880,21-08-2023,CUST880,Male,22,Beauty,2,500
881,19-05-2023,CUST881,Male,22,Electronics,1,300
882,06-06-2023,CUST882,Female,64,Electronics,2,25
883,09-05-2023,CUST883,Male,40,Electronics,1,500
884,29-04-2023,CUST884,Female,26,Clothing,2,30
885,03-03-2023,CUST885,Female,52,Clothing,4,30
886,09-04-2023,CUST886,Male,37,Electronics,3,300
887,11-06-2023,CUST887,Male,59,Clothing,4,25
888,03-03-2023,CUST888,Female,52,Electronics,4,25
889,02-10-2023,CUST889,Female,35,Electronics,1,50
890,20-12-2023,CUST890,Male,34,Electronics,2,25
891,05-04-2023,CUST891,Male,41,Electronics,3,300
892,09-04-2023,CUST892,Male,20,Electronics,1,50
893,21-04-2023,CUST893,Male,49,Electronics,1,50
894,05-09-2023,CUST894,Male,52,Electronics,1,30
895,22-05-2023,CUST895,Female,55,Clothing,4,30
896,29-10-2023,CUST896,Female,30,Electronics,2,25
897,26-09-2023,CUST897,Female,64,Electronics,2,50
898,02-11-2023,CUST898,Female,42,Clothing,3,30
899,25-05-2023,CUST899,Male,26,Clothing,2,300
900,21-02-2023,CUST900,Male,21,Clothing,2,30
901,10-04-2023,CUST901,Male,31,Electronics,1,30
902,01-06-2023,CUST902,Female,54,Beauty,1,50
903,27-04-2023,CUST903,Female,51,Beauty,4,50
904,04-07-2023,CUST904,Male,28,Clothing,1,500
905,02-04-2023,CUST905,Male,58,Beauty,1,300
906,04-06-2023,CUST906,Female,20,Clothing,1,50
907,08-01-2023,CUST907,Female,45,Electronics,1,25
908,29-12-2023,CUST908,Male,46,Beauty,4,300
909,01-10-2023,CUST909,Male,26,Electronics,1,300
910,06-03-2023,CUST910,Female,20,Beauty,3,50
911,21-05-2023,CUST911,Male,42,Electronics,3,300
912,24-01-2023,CUST912,Male,51,Beauty,3,50
913,28-01-2023,CUST913,Male,29,Electronics,3,30
914,11-10-2023,CUST914,Female,59,Electronics,1,500
915,30-05-2023,CUST915,Female,26,Beauty,3,30
916,24-12-2023,CUST916,Female,32,Electronics,1,50
917,06-03-2023,CUST917,Female,57,Electronics,4,50
918,23-11-2023,CUST918,Female,42,Electronics,3,30
919,09-09-2023,CUST919,Female,22,Beauty,2,25
920,22-02-2023,CUST920,Female,28,Beauty,3,25
921,07-01-2023,CUST921,Male,51,Electronics,3,25
922,21-10-2023,CUST922,Male,41,Electronics,1,50
923,26-05-2023,CUST923,Male,32,Beauty,3,300
924,29-08-2023,CUST924,Male,55,Beauty,2,50
925,03-09-2023,CUST925,Male,25,Electronics,1,300
926,14-08-2023,CUST926,Male,22,Electronics,1,30
927,24-06-2023,CUST927,Male,43,Electronics,4,500
928,05-04-2023,CUST928,Female,35,Clothing,4,300
929,27-01-2023,CUST929,Female,23,Beauty,3,25
930,10-05-2023,CUST930,Male,54,Clothing,4,50
931,02-09-2023,CUST931,Male,30,Beauty,4,30
932,28-02-2023,CUST932,Female,45,Beauty,4,25
933,03-02-2023,CUST933,Male,22,Beauty,1,30
934,25-07-2023,CUST934,Male,30,Beauty,1,500
935,09-09-2023,CUST935,Female,34,Beauty,1,50
936,07-02-2023,CUST936,Male,57,Beauty,4,50
937,23-10-2023,CUST937,Female,62,Beauty,1,500
938,19-11-2023,CUST938,Male,49,Clothing,4,50
939,18-12-2023,CUST939,Female,46,Electronics,1,300
940,28-01-2023,CUST940,Female,20,Electronics,1,30
941,19-03-2023,CUST941,Female,57,Clothing,2,25
942,18-03-2023,CUST942,Male,51,Clothing,3,500
943,16-10-2023,CUST943,Female,57,Clothing,4,300
944,05-06-2023,CUST944,Male,44,Clothing,2,25
945,13-02-2023,CUST945,Male,30,Beauty,1,25
946,08-05-2023,CUST946,Male,62,Electronics,4,500
947,02-03-2023,CUST947,Male,50,Beauty,1,300
948,13-10-2023,CUST948,Female,23,Electronics,3,25
949,02-08-2023,CUST949,Female,41,Electronics,2,25
950,07-11-2023,CUST950,Male,36,Clothing,3,300
951,02-11-2023,CUST951,Male,33,Beauty,2,50
952,13-11-2023,CUST952,Female,57,Clothing,1,25
953,26-04-2023,CUST953,Male,45,Beauty,3,30
954,25-09-2023,CUST954,Female,50,Electronics,3,300
955,14-07-2023,CUST955,Male,58,Clothing,1,25
956,19-08-2023,CUST956,Male,30,Clothing,3,500
957,15-08-2023,CUST957,Female,60,Electronics,4,30
958,02-06-2023,CUST958,Male,62,Electronics,2,25
959,29-10-2023,CUST959,Female,42,Electronics,2,30
960,08-08-2023,CUST960,Male,59,Clothing,2,30
961,06-06-2023,CUST961,Male,53,Beauty,4,50
962,19-10-2023,CUST962,Male,44,Clothing,2,30
963,14-11-2023,CUST963,Female,55,Beauty,1,50
964,31-01-2023,CUST964,Male,24,Clothing,3,300
965,09-11-2023,CUST965,Male,22,Clothing,4,50
966,20-02-2023,CUST966,Male,60,Electronics,2,500
967,17-04-2023,CUST967,Male,62,Beauty,1,25
968,17-11-2023,CUST968,Female,48,Clothing,3,300
969,19-04-2023,CUST969,Female,40,Clothing,3,300
970,16-05-2023,CUST970,Male,59,Electronics,4,500
971,05-12-2023,CUST971,Female,27,Electronics,4,50
972,11-02-2023,CUST972,Male,49,Beauty,4,25
973,22-03-2023,CUST973,Male,60,Clothing,1,50
974,03-05-2023,CUST974,Male,47,Beauty,1,30
975,30-03-2023,CUST975,Female,56,Clothing,4,50
976,10-10-2023,CUST976,Female,48,Beauty,2,300
977,08-02-2023,CUST977,Female,35,Electronics,3,25
978,22-03-2023,CUST978,Female,53,Clothing,3,50
979,02-01-2023,CUST979,Female,19,Beauty,1,25
980,29-07-2023,CUST980,Female,31,Electronics,3,25
981,19-08-2023,CUST981,Female,30,Electronics,2,30
982,19-12-2023,CUST982,Female,46,Beauty,3,30
983,01-11-2023,CUST983,Female,29,Clothing,1,300
984,29-08-2023,CUST984,Male,56,Clothing,1,500
985,30-05-2023,CUST985,Female,19,Electronics,2,25
986,17-01-2023,CUST986,Female,49,Clothing,2,500
987,29-04-2023,CUST987,Female,30,Clothing,3,300
988,28-05-2023,CUST988,Female,63,Clothing,3,25
989,28-12-2023,CUST989,Female,44,Electronics,1,25
990,25-05-2023,CUST990,Female,58,Beauty,2,500
991,26-12-2023,CUST991,Female,34,Clothing,2,50
992,21-08-2023,CUST992,Female,57,Electronics,2,30
993,06-02-2023,CUST993,Female,48,Electronics,3,50
994,18-12-2023,CUST994,Female,51,Beauty,2,500
995,30-04-2023,CUST995,Female,41,Clothing,1,30
